n_instances,n_features,n_num_features,n_cat_features,missing_values_pct,mean_skewness,mean_kurtosis,avg_correlation,max_correlation,mean_corr_with_target,max_corr_with_target,pca_fraction_95,var_mean,var_std,mean_feature_entropy,feature_to_instance_ratio,task_type,best_model
100,8,8,0,0.0,-0.1436195287290463,0.057732343923302676,0.21666783040524082,0.8166821230365264,0.24843553816116842,0.43033449041564875,0.75,0.4017534798291515,0.06638282821022931,2.018520132423134,0.08,regression,KNN
