n_instances,n_features,n_num_features,missing_values_pct,mean_skewness,mean_kurtosis,avg_correlation,max_correlation,pca_fraction_95,silhouette_kmeans,davies_bouldin,calinski_harabasz,feature_to_instance_ratio,task_type,best_model 
2500,10,5,0.0,0.0011775967330168954,-1.21174554660221,0.01282889027573117,0.036805146541278415,1.0,0.18016160683844817,1.2843476705985966,355.25781014928276,0.004,
